,Solver,Instance,Result,Real time,CPU time,SolvingTime_total,WaitingTime_total
16919,DPS-MCOMSPS,instances/sc2021/main/MVD_ADS_S6_6_6,unsat,7.2,224.1,137.809624,0.282326
16920,DPS-MCOMSPS,instances/sc2021/main/rphp4_065_shuffled,unsat,274.8,15828.9,17424.507464,1553.190691
16921,DPS-MCOMSPS,instances/sc2021/main/sted2_0x1e3-216,sat,625.3,39047.0,39636.541524,564.880441
16922,DPS-MCOMSPS,instances/sc2021/main/quad_res_r28_m29,-,5001.0,303792.5,319985.586862,15723.853718
16923,DPS-MCOMSPS,instances/sc2021/main/spg_420_280,unsat,180.7,8532.7,8750.147984,723.877735
16924,DPS-MCOMSPS,instances/sc2021/main/rphp4_090_shuffled,unsat,1238.7,64053.7,78996.058534,14564.261059
16925,DPS-MCOMSPS,instances/sc2021/main/vlsat2_111_1186,sat,13.3,292.5,181.092392,0.007766
16926,DPS-MCOMSPS,instances/sc2021/main/sokoban-p20.sas.cr.21,unsat,238.7,13399.6,14392.953382,1110.583454
16927,DPS-MCOMSPS,instances/sc2021/main/quad_res_r32_m35,-,5001.0,291662.8,319982.866142,27660.940171
16928,DPS-MCOMSPS,instances/sc2021/main/edit_distance031_284,unsat,378.7,23232.9,23810.540539,548.176013
16929,DPS-MCOMSPS,instances/sc2021/main/pb_300_05_lb_16,sat,291.3,16468.9,17555.379086,1167.872027
16930,DPS-MCOMSPS,instances/sc2021/main/ER_500_40_2.apx_0,unsat,92.3,5598.3,5606.48826,19.135421
16931,DPS-MCOMSPS,instances/sc2021/main/sp5-26-19-bin-nons-tree-noid,sat,1027.5,62777.9,65366.524393,2565.046952
16932,DPS-MCOMSPS,instances/sc2021/main/satch2ways12wu,unsat,51.9,3013.8,3067.702454,57.244091
16933,DPS-MCOMSPS,instances/sc2021/main/SC21_Timetable_C_140_E_32_Cl_30_S_10,-,5001.0,263471.2,319897.954564,55802.973692
16934,DPS-MCOMSPS,instances/sc2021/main/at-least-two-vmpc_28,sat,167.5,10044.8,10343.694921,301.153632
16935,DPS-MCOMSPS,instances/sc2021/main/puzzle34_unsat,unsat,866.6,51026.7,54907.182961,3861.935794
16936,DPS-MCOMSPS,instances/sc2021/main/puzzle35_unsat,unsat,1122.7,66388.5,71348.452655,4930.577204
16937,DPS-MCOMSPS,instances/sc2021/main/mp1-blockpuzzle_9x9_s5_free3,unsat,91.8,5144.6,5246.161753,146.017298
16938,DPS-MCOMSPS,instances/sc2021/main/pb_300_05_lb_17,sat,118.0,6585.4,6600.821387,102.345654
16939,DPS-MCOMSPS,instances/sc2021/main/WS_500_32_30_10.apx_0,unsat,453.5,28471.4,28753.772372,281.757219
16940,DPS-MCOMSPS,instances/sc2021/main/ktf_TF-1.tf_3_0.02_34,-,5001.0,279700.5,319963.9629,40082.362266
16941,DPS-MCOMSPS,instances/sc2021/main/randomG-B-Mix-n19-d05,-,5001.0,293637.3,320001.220622,25685.82322
16942,DPS-MCOMSPS,instances/sc2021/main/MVD_ADS_S11_7_7,sat,4.5,91.1,27.068948,0.002086
16943,DPS-MCOMSPS,instances/sc2021/main/SC21_Timetable_C_542_E_71_Cl_36_S_35,sat,1881.6,65816.3,116218.770175,50385.620127
16944,DPS-MCOMSPS,instances/sc2021/main/n320p5q2_n.apx_17,unsat,62.5,3787.3,3797.318686,13.922006
16945,DPS-MCOMSPS,instances/sc2021/main/sted5_0x1e3-120,sat,64.4,3870.1,3902.275351,13.97451
16946,DPS-MCOMSPS,instances/sc2021/main/bvsub_08985.smt2,unsat,1604.0,73096.4,97476.803215,24482.72045
16947,DPS-MCOMSPS,instances/sc2021/main/20-100-frag12-32_sat,sat,1966.3,115675.2,124908.075448,9254.771295
16948,DPS-MCOMSPS,instances/sc2021/main/edit_distance023_283,sat,773.0,46111.7,49003.130559,2847.933716
16949,DPS-MCOMSPS,instances/sc2021/main/string_compare_safety_cbmc_unwinding_630,unsat,1842.4,51030.0,81600.780283,31507.378496
16950,DPS-MCOMSPS,instances/sc2021/main/Mycielski-10-hints-9,unsat,3781.5,222651.7,240798.543636,16517.684333
16951,DPS-MCOMSPS,instances/sc2021/main/puzzle34_sat,sat,1424.8,82752.9,90771.809294,7950.439591
16952,DPS-MCOMSPS,instances/sc2021/main/mp1-blockpuzzle_5x12_s6_free3,unsat,171.8,10337.4,10590.441164,230.655381
16953,DPS-MCOMSPS,instances/sc2021/main/9dlx_vliw_at_b_iq5,unsat,474.6,27622.5,28587.432638,1191.752404
16954,DPS-MCOMSPS,instances/sc2021/main/SC21_Timetable_C_512_E_66_Cl_34_S_35,-,5001.0,267522.2,319169.073149,48729.398846
16955,DPS-MCOMSPS,instances/sc2021/main/vlsat2_11_42,unsat,2172.7,127459.4,138818.559766,10935.280904
16956,DPS-MCOMSPS,instances/sc2021/main/LABS_n068_goal001,unsat,1561.6,85031.6,98433.124691,13446.088211
16957,DPS-MCOMSPS,instances/sc2021/main/at-least-two-aaai10-planning-ipc5-pathways-17-step20,unsat,515.3,28105.6,31522.508863,3530.665804
16958,DPS-MCOMSPS,instances/sc2021/main/WS_400_16_90_70.apx_0,unsat,135.8,8448.5,8484.247162,36.897846
16959,DPS-MCOMSPS,instances/sc2021/main/sokoban-p16.sas.ex.19-sc2016,-,939.3,37660.8,48314.368367,13861.309764
16960,DPS-MCOMSPS,instances/sc2021/main/MVD_ADS_S9_6_6,unsat,7.2,220.0,133.258094,0.220618
16961,DPS-MCOMSPS,instances/sc2021/main/SC21_Timetable_C_241_E_34_Cl_16_S_13,-,5001.0,266777.6,319825.475834,52843.619799
16962,DPS-MCOMSPS,instances/sc2021/main/vlsat2_377_5364,sat,53.5,1606.8,1341.829624,230.624296
16963,DPS-MCOMSPS,instances/sc2021/main/b2005-p2-14x14c17h9-Ser6-0,-,5001.0,81842.2,84418.791161,3107.295929
16964,DPS-MCOMSPS,instances/sc2021/main/mp1-blockpuzzle_5x10_s5_free3,unsat,61.0,3522.4,3536.128431,33.002046
16965,DPS-MCOMSPS,instances/sc2021/main/HCP-470-420,sat,2962.7,148072.5,188948.298049,39991.913023
16966,DPS-MCOMSPS,instances/sc2021/main/string_compare_safety_cbmc_unwinding_930,-,5001.0,73725.6,143632.723542,70897.27912
16967,DPS-MCOMSPS,instances/sc2021/main/b2005-p2-14x14c17h9-Ser5-0,-,5001.0,82720.3,84416.628823,2227.175155
16968,DPS-MCOMSPS,instances/sc2021/main/spg_300_301,unsat,184.8,7980.0,8699.247247,1302.061178
16969,DPS-MCOMSPS,instances/sc2021/main/sted3_0x0_n201-239,sat,998.9,62147.9,63506.361898,1356.945464
16970,DPS-MCOMSPS,instances/sc2021/main/UR-15-10p0,unsat,403.0,22387.7,24252.89108,2070.88881
16971,DPS-MCOMSPS,instances/sc2021/main/ak016modbtsimpbisc,unsat,625.4,37272.8,39668.880927,2374.412391
16972,DPS-MCOMSPS,instances/sc2021/main/20-100-lambda100-14_unsat,unsat,117.4,7195.7,7208.199725,26.990757
16973,DPS-MCOMSPS,instances/sc2021/main/MVD_ADS_S11_8_7,sat,4.5,81.9,15.989345,0.00107
16974,DPS-MCOMSPS,instances/sc2021/main/at-least-two-traffic_kkb_unknown,unsat,142.3,7807.5,7758.875224,146.295448
16975,DPS-MCOMSPS,instances/sc2021/main/sp5-26-19-bin-stri-flat-noid,sat,849.3,51952.6,54078.712651,2088.836421
16976,DPS-MCOMSPS,instances/sc2021/main/uum32.smt2,-,5001.0,262783.3,319980.0584,56651.270245
16977,DPS-MCOMSPS,instances/sc2021/main/Circuit_multiplier35,sat,349.7,21662.8,22085.715009,404.206197
16978,DPS-MCOMSPS,instances/sc2021/main/mp1-klieber2017s-1000-024-eq,unsat,2011.2,117464.0,128270.325902,10630.496264
16979,DPS-MCOMSPS,instances/sc2021/main/sum_of_3_cubes_108_bits_52,-,5001.0,280318.1,319788.726883,39252.523854
16980,DPS-MCOMSPS,instances/sc2021/main/snw_13_8_pre,unsat,417.8,25074.9,25852.79693,837.1421
16981,DPS-MCOMSPS,instances/sc2021/main/Kakuro-easy-118-ext.xml.hg_4,sat,447.2,12481.9,11393.188697,127.396568
16982,DPS-MCOMSPS,instances/sc2021/main/sted5_0x24204-70,-,5001.0,312695.0,319958.010096,7104.061317
16983,DPS-MCOMSPS,instances/sc2021/main/MVD_ADS_S5_6_6,unsat,6.5,207.3,130.567776,0.186648
16984,DPS-MCOMSPS,instances/sc2021/main/sum_of_3_cubes_87_bits_75,-,5001.0,281976.2,319872.574413,37578.184755
16985,DPS-MCOMSPS,instances/sc2021/main/vlsat2_297_3780,sat,130.2,5603.9,6710.638603,1319.457759
16986,DPS-MCOMSPS,instances/sc2021/main/satch2ways15,unsat,848.9,49452.3,54069.088437,4516.222563
16987,DPS-MCOMSPS,instances/sc2021/main/erin2_0x0_n207-379,sat,459.1,28497.6,29005.383798,503.76507
16988,DPS-MCOMSPS,instances/sc2021/main/bv-term-small-rw_1492.smt2,sat,11.4,561.5,557.688867,0.005845
16989,DPS-MCOMSPS,instances/sc2021/main/sokoban-p20.sas.ex.13,unsat,3428.2,133934.4,212384.57428,79726.333441
16990,DPS-MCOMSPS,instances/sc2021/main/HCP-424-60,sat,970.6,56025.6,61455.837285,5278.613491
16991,DPS-MCOMSPS,instances/sc2021/main/20-100-p100-55_unsat,unsat,1180.7,72354.6,74625.392924,2482.14924
16992,DPS-MCOMSPS,instances/sc2021/main/ktf_TF-8.tf_4_0.06_109,-,5001.0,295162.4,319952.641987,24728.586322
16993,DPS-MCOMSPS,instances/sc2021/main/at-least-two-hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin,unsat,298.0,17736.0,17717.227018,156.157428
16994,DPS-MCOMSPS,instances/sc2021/main/randomG-B-Mix-n15-d05,unsat,44.0,2649.6,2661.951198,10.126598
16995,DPS-MCOMSPS,instances/sc2021/main/sted2_0x0-343,sat,674.8,42043.6,42759.525159,687.983705
16996,DPS-MCOMSPS,instances/sc2021/main/Nb51T6,unsat,2287.8,71515.4,112746.968782,42284.172659
16997,DPS-MCOMSPS,instances/sc2021/main/HCP-522-105,sat,154.2,8941.4,9285.039504,356.075687
16998,DPS-MCOMSPS,instances/sc2021/main/IBM_FV_2004_rule_batch_30_SAT_dat.k75,sat,197.1,11825.7,11794.706596,50.328698
16999,DPS-MCOMSPS,instances/sc2021/main/at-least-two-traffic_pcb_unknown,unsat,122.3,6659.0,6507.176867,63.075058
17000,DPS-MCOMSPS,instances/sc2021/main/edit_distance041_182,unsat,89.9,5280.7,5252.707542,14.856827
17001,DPS-MCOMSPS,instances/sc2021/main/vlsat2_112_4223,unsat,2769.1,146875.3,175294.009723,26740.451518
17002,DPS-MCOMSPS,instances/sc2021/main/randomG-B-Mix-n16-d05,unsat,160.9,10045.3,10138.749005,90.858525
17003,DPS-MCOMSPS,instances/sc2021/main/Mycielski-10-hints-7,-,5001.0,293463.9,319682.970674,24313.144546
17004,DPS-MCOMSPS,instances/sc2021/main/rphp4_080_shuffled,unsat,721.6,38677.6,45961.476753,7104.038601
17005,DPS-MCOMSPS,instances/sc2021/main/sp5-21-15-one-stri-tree-noid,sat,12.3,620.7,617.84308,0.008978
17006,DPS-MCOMSPS,instances/sc2021/main/size_5_5_5_i223_r12,sat,157.0,9462.1,9724.291169,258.030533
17007,DPS-MCOMSPS,instances/sc2021/main/LABS_n069_goal001,unsat,1728.0,93465.4,109717.937691,16294.990122
17008,DPS-MCOMSPS,instances/sc2021/main/satch2ways15u,unsat,774.5,45749.5,49344.535136,3511.587721
17009,DPS-MCOMSPS,instances/sc2021/main/vlsat2_44_545,unsat,1287.2,75226.3,81784.200868,6332.522512
17010,DPS-MCOMSPS,instances/sc2021/main/73.smt2,unsat,325.2,17149.7,20037.590021,2920.18846
17011,DPS-MCOMSPS,instances/sc2021/main/at-least-two-sokoban-sequential-p145-microban-sequential.030-NOTKNOWN,unsat,115.5,6066.8,6356.5726,485.336942
17012,DPS-MCOMSPS,instances/sc2021/main/HCP-446-60,sat,789.0,44629.7,49934.243619,5165.450044
17013,DPS-MCOMSPS,instances/sc2021/main/sted1_0x0-380,-,5001.0,304740.1,319792.541251,14559.207968
17014,DPS-MCOMSPS,instances/sc2021/main/Circuit_multiplier24,sat,1209.4,74297.6,77098.574281,2714.77228
17015,DPS-MCOMSPS,instances/sc2021/main/79.smt2,-,5001.0,250066.8,319889.183575,69676.278318
17016,DPS-MCOMSPS,instances/sc2021/main/pb_300_10_lb_06,unsat,126.6,7586.5,7553.161807,45.280163
17017,DPS-MCOMSPS,instances/sc2021/main/Circuit_multiplier45,sat,40.0,2398.8,2410.037101,5.948714
17018,DPS-MCOMSPS,instances/sc2021/main/puzzle30_sat,sat,229.5,13803.1,14357.450457,561.862237
17019,DPS-MCOMSPS,instances/sc2021/main/erin2_0x0-379,sat,220.7,13594.8,13818.979867,195.993238
17020,DPS-MCOMSPS,instances/sc2021/main/51.smt2,unsat,128.7,6225.7,7327.621566,1137.480264
17021,DPS-MCOMSPS,instances/sc2021/main/sp5-21-15-una-nons-tree-noid,sat,163.7,9990.6,10187.189811,198.295814
17022,DPS-MCOMSPS,instances/sc2021/main/satch2ways13wu,unsat,104.4,6055.3,6438.112996,376.291607
17023,DPS-MCOMSPS,instances/sc2021/main/Circuit_multiplier36,sat,3873.7,237861.7,247573.533994,9376.531617
17024,DPS-MCOMSPS,instances/sc2021/main/toughsat_factoring_426s,sat,152.7,9499.1,9546.212552,46.484472
17025,DPS-MCOMSPS,instances/sc2021/main/HCP-526-420,sat,1472.1,84131.1,93496.001026,8646.856391
17026,DPS-MCOMSPS,instances/sc2021/main/spg_200_301,unsat,126.4,6767.1,6818.461449,264.311358
17027,DPS-MCOMSPS,instances/sc2021/main/p01_lb_05,unsat,71.7,3755.1,4257.427451,513.343606
17028,DPS-MCOMSPS,instances/sc2021/main/toughsat_factoring_895s,sat,17.3,1031.7,1032.223843,0.121019
17029,DPS-MCOMSPS,instances/sc2021/main/ak032modbtmodbtisc,unsat,867.7,52257.2,55141.802264,2873.20202
17030,DPS-MCOMSPS,instances/sc2021/main/Kakuro-easy-150-ext.xml.hg_9,sat,234.3,4711.0,3494.225908,50.369094
17031,DPS-MCOMSPS,instances/sc2021/main/Kakuro-easy-132-ext.xml.hg_8,-,5001.0,107353.3,113302.50098,7235.464636
17032,DPS-MCOMSPS,instances/sc2021/main/Kakuro-easy-089-ext.xml.hg_4,sat,240.7,7060.5,6073.776437,138.818486
17033,DPS-MCOMSPS,instances/sc2021/main/MVD_ADS_S7_6_6,unsat,7.2,206.0,120.461185,0.418102
17034,DPS-MCOMSPS,instances/sc2021/main/Circuit_multiplier29,sat,3450.7,208774.7,220574.486947,11378.176812
17035,DPS-MCOMSPS,instances/sc2021/main/bvsdiv_19.smt2,unsat,1158.0,70229.3,73667.280336,3409.95112
17036,DPS-MCOMSPS,instances/sc2021/main/b2005-p5-14x14c17h9-Ser5-0,-,5001.0,77255.5,79419.127734,2701.027217
17037,DPS-MCOMSPS,instances/sc2021/main/sum_of_3_cubes_94_bits_30,-,5001.0,288235.8,319884.816805,31461.342565
17038,DPS-MCOMSPS,instances/sc2021/main/Kakuro-easy-045-ext.xml.hg_4,unsat,2613.1,160431.3,165199.43948,4921.308206
17039,DPS-MCOMSPS,instances/sc2021/main/vlsat2_56_1042,unsat,3280.8,183443.0,209177.92318,23372.241899
17040,DPS-MCOMSPS,instances/sc2021/main/string_compare_safety_cbmc_unwinding_900,unsat,4675.1,79983.7,142089.059613,63150.023215
17041,DPS-MCOMSPS,instances/sc2021/main/prime_a24_b24,sat,86.8,5164.7,5276.074583,114.529895
17042,DPS-MCOMSPS,instances/sc2021/main/sum_of_3_cubes_52_bits_39,-,5001.0,295376.3,319965.766892,24352.207181
17043,DPS-MCOMSPS,instances/sc2021/main/spg_200_300,unsat,238.3,12950.1,13302.818123,657.466665
17044,DPS-MCOMSPS,instances/sc2021/main/vmpc_26,unsat,67.9,4031.5,4061.488607,24.283966
17045,DPS-MCOMSPS,instances/sc2021/main/satch2ways19u,-,5001.0,286560.0,319988.904241,32688.457275
17046,DPS-MCOMSPS,instances/sc2021/main/Mycielski-10-hints-5,-,5001.0,299875.8,319711.005169,19085.549119
17047,DPS-MCOMSPS,instances/sc2021/main/ktf_TF-7.tf_3_0.06_113,sat,62.1,3331.7,3296.872434,0.074187
17048,DPS-MCOMSPS,instances/sc2021/main/string_compare_safety_cbmc_unwinding_670,unsat,2225.4,56274.4,92589.056499,37330.890767
17049,DPS-MCOMSPS,instances/sc2021/main/ndhf_xits_09_UNSAT,unsat,2349.4,144179.1,149985.678238,5659.168546
17050,DPS-MCOMSPS,instances/sc2021/main/20-100-lambda100-47_unsat,unsat,400.9,24718.1,25121.562149,410.901198
17051,DPS-MCOMSPS,instances/sc2021/main/barman-pfile10-040.sas.ex.15,unsat,160.2,3529.0,2728.672594,947.678096
17052,DPS-MCOMSPS,instances/sc2021/main/Circuit_multiplier18,-,5001.0,296596.5,319944.910314,22662.374069
17053,DPS-MCOMSPS,instances/sc2021/main/at-least-two-ibm-2004-23-k100,sat,921.8,50077.4,56649.805818,6923.18054
17054,DPS-MCOMSPS,instances/sc2021/main/dist4.c,unsat,264.3,15882.0,16583.559897,706.230257
17055,DPS-MCOMSPS,instances/sc2021/main/blocks-blocks-37-1.120-NOTKNOWN,unsat,158.2,5465.0,5665.692208,946.893165
17056,DPS-MCOMSPS,instances/sc2021/main/crafted_n11_d6_c4_num14,unsat,1710.9,60885.2,69651.059694,9230.167417
17057,DPS-MCOMSPS,instances/sc2021/main/mp1-Nb6T06,unsat,72.7,4397.1,4412.990523,16.782191
17058,DPS-MCOMSPS,instances/sc2021/main/randomG-B-Mix-n18-d05,-,5001.0,291480.7,319998.893587,27734.679174
17059,DPS-MCOMSPS,instances/sc2021/main/shift1add.26949,unsat,1637.7,78774.7,95694.938878,17109.519881
17060,DPS-MCOMSPS,instances/sc2021/main/WS_500_16_70_10.apx_0,sat,899.9,56432.0,57320.045206,870.802262
17061,DPS-MCOMSPS,instances/sc2021/main/snw_13_8_pre-sc2016,unsat,432.0,26068.7,26846.460292,854.605617
17062,DPS-MCOMSPS,instances/sc2021/main/battleship-14-26-sat,sat,21.6,1260.6,1287.995343,7.769307
17063,DPS-MCOMSPS,instances/sc2021/main/ktf_TF-3.tf_4_0.04_48,-,5001.0,257150.5,319972.074177,62548.837335
17064,DPS-MCOMSPS,instances/sc2021/main/mp1-bsat201-707,unsat,1155.4,70500.9,73732.851111,3126.977755
17065,DPS-MCOMSPS,instances/sc2021/main/Kakuro-easy-127-ext.xml.hg_7,sat,434.0,8601.6,7428.96955,135.464159
17066,DPS-MCOMSPS,instances/sc2021/main/satch2ways16,-,5001.0,287900.6,319950.934048,31243.090311
17067,DPS-MCOMSPS,instances/sc2021/main/randomG-n18-d05,-,5001.0,304961.7,320002.800816,14600.376317
17068,DPS-MCOMSPS,instances/sc2021/main/problem_12.smt2,-,5001.0,268341.0,319969.374025,51242.366638
17069,DPS-MCOMSPS,instances/sc2021/main/sp5-21-15-bin-stri-flat-noid,sat,30.7,1721.4,1730.713302,12.071727
17070,DPS-MCOMSPS,instances/sc2021/main/vlsat2_11_26,-,5001.0,287478.6,319984.680574,31365.080585
17071,DPS-MCOMSPS,instances/sc2021/main/spg_400_281,unsat,218.8,10281.5,11218.759399,1527.767948
17072,DPS-MCOMSPS,instances/sc2021/main/MVD_ADS_S1_5_5,unsat,6.0,118.7,27.071216,0.0
17073,DPS-MCOMSPS,instances/sc2021/main/erin2_0x1e3-216,sat,1520.4,94867.7,96930.932166,2015.610657
17074,DPS-MCOMSPS,instances/sc2021/main/mp1-Nb6T07,unsat,1284.4,79504.7,81928.105725,2377.285369
17075,DPS-MCOMSPS,instances/sc2021/main/randomG-n20-d05,-,5001.0,292656.4,320004.510623,26509.802848
17076,DPS-MCOMSPS,instances/sc2021/main/sted12a_0x1e1-67,sat,3621.5,221087.3,231434.228473,10177.395907
17077,DPS-MCOMSPS,instances/sc2021/main/satch2ways15wu,unsat,794.0,46775.8,50581.473978,3716.415281
17078,DPS-MCOMSPS,instances/sc2021/main/ecarev-110-1031-23-40-8,sat,906.0,51426.3,57544.105136,5817.256771
17079,DPS-MCOMSPS,instances/sc2021/main/spg_300_312,unsat,170.3,8871.6,8832.29667,336.145118
17080,DPS-MCOMSPS,instances/sc2021/main/ex175_20,sat,451.6,10029.3,10149.106639,1450.399079
17081,DPS-MCOMSPS,instances/sc2021/main/satch2ways18u,-,5001.0,288496.4,319984.74319,30757.13147
17082,DPS-MCOMSPS,instances/sc2021/main/stb_531_83.apx_0,sat,538.7,33681.7,34216.557387,524.990927
17083,DPS-MCOMSPS,instances/sc2021/main/maxor128,unsat,1162.8,69033.8,72958.97678,4004.822514
17084,DPS-MCOMSPS,instances/sc2021/main/9dlx_vliw_at_b_iq8,unsat,1265.3,73216.3,77666.643797,5056.999746
17085,DPS-MCOMSPS,instances/sc2021/main/bvsub_12973.smt2,unsat,2956.1,128473.0,183531.004412,55196.792788
17086,DPS-MCOMSPS,instances/sc2021/main/ktf_TF-8.tf_4_0.02_37,-,5001.0,248783.5,319973.374857,70909.493559
17087,DPS-MCOMSPS,instances/sc2021/main/ktf_TF-4.tf_4_0.06_52,sat,4424.1,240696.0,282545.412067,41634.856506
17088,DPS-MCOMSPS,instances/sc2021/main/sted5_0x0_n90-157,sat,389.3,24229.0,24531.15765,289.517164
17089,DPS-MCOMSPS,instances/sc2021/main/g2-UR-20-5p1,sat,430.4,24776.7,25874.896195,1336.853842
17090,DPS-MCOMSPS,instances/sc2021/main/rpoc_xits_10_UNKNOWN,-,5001.0,297057.3,319947.739453,22299.122601
17091,DPS-MCOMSPS,instances/sc2021/main/LABS_n089_goal008,sat,135.4,6631.0,6644.950562,168.436859
17092,DPS-MCOMSPS,instances/sc2021/main/string_compare_safety_cbmc_unwinding_700,unsat,2553.0,62492.3,101760.185752,40277.21994
17093,DPS-MCOMSPS,instances/sc2021/main/puzzle47_sat,-,5001.0,266984.0,319981.036389,52617.876862
17094,DPS-MCOMSPS,instances/sc2021/main/ktf_TF-4.tf_2_0.02_18,unsat,151.7,9263.3,9331.636318,77.903841
17095,DPS-MCOMSPS,instances/sc2021/main/dist10.c,unsat,249.4,14900.1,15504.376901,607.694658
17096,DPS-MCOMSPS,instances/sc2021/main/13pipe_k,unsat,2618.8,79324.5,105398.126576,26437.060378
17097,DPS-MCOMSPS,instances/sc2021/main/20-100-lambda100-14_sat,sat,134.7,8238.4,8260.743766,39.790111
17098,DPS-MCOMSPS,instances/sc2021/main/puzzle51_unsat,-,5001.0,260138.5,319976.43002,59441.902938
17099,DPS-MCOMSPS,instances/sc2021/main/sum_of_3_cubes_42_bits_96,sat,1184.0,71340.8,75335.405021,3969.400513
17100,DPS-MCOMSPS,instances/sc2021/main/Mycielski-11-hints-3,unsat,213.1,11731.0,11891.420346,457.537792
17101,DPS-MCOMSPS,instances/sc2021/main/sp5-21-15-bin-stri-tree-noid,sat,70.2,4117.4,4174.894035,60.428633
17102,DPS-MCOMSPS,instances/sc2021/main/Mycielski-11-hints-2,unsat,211.7,11641.1,11843.757849,495.367491
17103,DPS-MCOMSPS,instances/sc2021/main/ktf_TF-3.tf_2_0.02_24,unsat,4928.6,282858.0,314688.48416,31590.040521
17104,DPS-MCOMSPS,instances/sc2021/main/barman-pfile10-039.sas.ex.15,unsat,157.2,3625.7,3160.614093,1198.475549
17105,DPS-MCOMSPS,instances/sc2021/main/MVD_ADS_S10_5_6,unsat,4.8,134.3,83.696342,0.008764
17106,DPS-MCOMSPS,instances/sc2021/main/MVD_ADS_S6_6_5,unsat,2.5,61.7,33.556255,0.0
17107,DPS-MCOMSPS,instances/sc2021/main/spg_200_317,unsat,159.5,7439.7,8113.555136,1053.902492
17108,DPS-MCOMSPS,instances/sc2021/main/HCP-529-420,sat,399.3,22807.0,24823.074959,1927.654024
17109,DPS-MCOMSPS,instances/sc2021/main/mp1-klieber2017s-1000-023-eq,unsat,1354.1,81184.5,86169.590787,4911.358605
17110,DPS-MCOMSPS,instances/sc2021/main/Kakuro-easy-156-ext.xml.hg_7,sat,403.9,9981.5,8908.646542,162.935082
17111,DPS-MCOMSPS,instances/sc2021/main/20-100-frag12-14_sat,sat,250.2,14721.9,15209.715075,572.248563
17112,DPS-MCOMSPS,instances/sc2021/main/quad_res_r37_m39,-,5001.0,290690.4,319981.050894,28562.586889
17113,DPS-MCOMSPS,instances/sc2021/main/sp5-21-15-una-stri-flat-noid,sat,54.9,3246.8,3276.380835,30.975436
17114,DPS-MCOMSPS,instances/sc2021/main/size_5_5_5_i003_r12,-,5001.0,281052.3,319995.436691,38145.251517
17115,DPS-MCOMSPS,instances/sc2021/main/ktf_TF-6.tf_4_0.06_77,sat,399.0,24120.3,24995.895226,891.648212
17116,DPS-MCOMSPS,instances/sc2021/main/mp1-tri_ali_s11_c35_bail_UNS,unsat,60.9,3778.2,3789.010094,7.762989
17117,DPS-MCOMSPS,instances/sc2021/main/blocks-blocks-37-1.130-NOTKNOWN,unsat,452.9,16165.0,20648.235145,5240.416501
17118,DPS-MCOMSPS,instances/sc2021/main/Kakuro-easy-051-ext.xml.hg_4,unsat,778.3,45980.0,46785.082785,1482.66901
17119,DPS-MCOMSPS,instances/sc2021/main/string_compare_safety_cbmc_unwinding_800,unsat,3493.0,69588.5,119527.545204,50935.783482
17120,DPS-MCOMSPS,instances/sc2020/combined-crypto1-wff-seed-8-wffvars-450-cryptocplx-40-overlap-2,sat,4220.9,243073.6,269807.629378,26132.303121
17121,DPS-MCOMSPS,instances/sc2020/g2-hwmcc15deep-6s516r-k17,unsat,2894.2,175332.6,182630.165063,7306.267426
17122,DPS-MCOMSPS,instances/sc2020/frb59-26-1.used-as.sat04-891,-,5001.0,304132.1,319966.116842,14402.201862
17123,DPS-MCOMSPS,instances/sc2020/Steiner-27-10-bce,unsat,0.8,27.4,28.355579,0.0
17124,DPS-MCOMSPS,instances/sc2020/traffic_kkb_unknown,unsat,82.9,4696.1,4624.188169,15.75604
17125,DPS-MCOMSPS,instances/sc2020/170055892,sat,3180.6,186482.5,203230.061307,16353.594888
17126,DPS-MCOMSPS,instances/sc2020/b1904P3-8x8c11h0SAT,-,5001.0,298827.0,319796.209458,20631.490381
17127,DPS-MCOMSPS,instances/sc2020/Kakuro-easy-041-ext.xml.hg_4,unsat,1010.0,61314.9,62679.270821,1619.114761
17128,DPS-MCOMSPS,instances/sc2020/abw-I-ash85.mtx-w24,-,5001.0,233278.8,319959.13248,85067.291123
17129,DPS-MCOMSPS,instances/sc2020/w19-20.0,unsat,233.9,13448.9,13632.938342,337.856338
17130,DPS-MCOMSPS,instances/sc2020/Steiner-405-70-bce,-,5001.0,266988.6,319946.997342,52747.496273
17131,DPS-MCOMSPS,instances/sc2020/QG7a-gensys-ukn009.sat05-3849.reshuffled-07,unsat,254.1,15842.3,15965.03692,117.685531
17132,DPS-MCOMSPS,instances/sc2020/009-80-8,sat,132.1,7769.7,7841.197854,93.055038
17133,DPS-MCOMSPS,instances/sc2020/combined-crypto1-wff-seed-3-wffvars-450-cryptocplx-40-overlap-2,-,5001.0,291342.7,319972.644433,27958.189062
17134,DPS-MCOMSPS,instances/sc2020/sgp_5-6-8.sat05-2669.reshuffled-07,sat,1418.8,86212.4,89047.227891,2971.81999
17135,DPS-MCOMSPS,instances/sc2020/size_4_5_5_i000_w31_r9,unsat,1435.7,88365.7,91678.382844,3227.782873
17136,DPS-MCOMSPS,instances/sc2020/hid-uns-enc-6-1-0-0-0-0-27601,unsat,183.5,11436.7,11485.518181,45.230096
17137,DPS-MCOMSPS,instances/sc2020/preimage_80r_490m_160h_seed_150,-,5001.0,288947.5,319934.724314,30718.961495
